name|time_stamps|label_time_stamps(window=5)
Gene Fuh |29 39 |0_29 0_39 
Michael Rys |24 29 34 44 |0_24 0_29 0_34 0_44 
Amir Hussain |44 |0_44 
Soundar Kumara |44 |0_44 
Oliver Buumlchter |29 |0_29 
Bruce W. Ballard |14 19 |0_14 0_19 
Xiangyuan Dai |39 |0_39 
Quim Castellagrave |44 |0_44 
Dorota Glowacka |44 |0_44 
Marco Montali |39 44 |0_39 1_44 
T. Hirsimaumlki |34 |0_34 
Jean-Marc Petit |24 29 34 39 44 |0_24 1_29 1_34 0_39 0_44 
Laurent Najman |44 |0_44 
Guus Schreiber |44 |0_44 
Christoph Studer |44 |1_44 
J. Salvador Saacutenchez |39 |0_39 
Renchu Guan |44 |0_44 
Dennis R. McCarthy |19 |0_19 
Cornelius Rabsch |39 |0_39 
David L. Wild |34 |0_34 
Shaogang Gong |39 44 |0_39 1_44 
Stephen Brady |19 |0_19 
Wentao Zhu |44 |0_44 
N. Nishikawa |19 |0_19 
Grzegorz Goacutera |34 |0_34 
Xuejun Tong |19 |0_19 
Julie A. Shah |44 |0_44 
Curtis Hendrickson |24 |0_24 
Yichuan Cai |39 |0_39 
Arantza Irastorza |34 |0_34 
Ronald A. Sumida |19 |0_19 
Roberto Celle |34 |0_34 
Jeffrey McGee |39 |0_39 
Nicholas R. Jennings |24 29 34 39 44 |0_24 0_29 0_34 0_39 1_44 
Hady Wirawan Lauw |34 39 44 |0_34 1_39 1_44 
Seema Sundara |29 34 39 44 |0_29 0_34 0_39 0_44 
Shian-Shyong Tseng |29 34 |0_29 0_34 
Stuart Bain |34 |0_34 
Gilles Muller |19 |0_19 
Timo Burkard |34 |0_34 
Mohammad M. Masud |39 44 |0_39 0_44 
Theodore W. Hong |29 |0_29 
Myron W. Krueger |09 |0_09 
Adrienn Skrop |34 |0_34 
Yong Cao |24 44 |0_24 0_44 
Ya'akov Gal |34 39 44 |0_34 0_39 0_44 
Jing-Yu Yang |39 44 |0_39 0_44 
Eric J. Johnson |14 |0_14 
Yasuhiro Akiba |24 |0_24 
Lisong Guo |39 |0_39 
Gareth J. F. Jones |24 29 34 39 44 |0_24 0_29 0_34 0_39 0_44 
Masakazu Nakanlshi |09 |0_09 
Haiyang Wu |44 |0_44 
Aran Safir |09 |0_09 
Christoph Kofler |39 |0_39 
Giorgio Villani |39 |0_39 
Oscar Diacuteaz |19 34 39 |0_19 0_34 0_39 
Xueming Huang |19 |0_19 
Iregravene Grosclaude |29 |0_29 
Michael Cameron |34 |0_34 
Dennis Nilsson |29 |0_29 
Jay Glicksman |19 |0_19 
Brett Stone-Gross |44 |0_44 
Vilma Todri |44 |0_44 
Arko Provo Mukherjee |44 |0_44 
Michael J. Kearns |24 29 34 |0_24 0_29 0_34 
Chin-Liang Chang |04 |0_04 
Seacutebastien Andler |44 |0_44 
Daniel Oberle |34 |0_34 
Ang Li |44 |0_44 
David Wingate |34 39 44 |0_34 0_39 0_44 
Michael Cammert |34 |0_34 
James J. Bennett |39 |0_39 
Tom Gunter |44 |0_44 
Despoina Magka |44 |0_44 
Marco Maratea |34 39 44 |0_34 0_39 0_44 
Ali Khodadadi |44 |0_44 
Kenneth Mark Colby |04 09 |0_04 0_09 
Carmen K. Vaca |44 |0_44 
Leihao Xia |44 |0_44 
Suojin Wang |44 |0_44 
Sergey Ioffe |44 |0_44 
Aaron Schein |44 |1_44 
Allan Hanbury |44 |0_44 
Adele Laing |39 |0_39 
Steven Minton |14 19 24 29 34 39 |0_14 0_19 0_24 1_29 1_34 0_39 
Anand Srinivasan |34 39 |0_34 0_39 
Atsumi Sato |24 |0_24 
Robert M. Frank |39 |0_39 
Subramonia Sarma |34 |0_34 
Thomas Schmitz |44 |0_44 
Jing Mei |44 |0_44 
Kazuyuki Aihara |39 |0_39 
Lachlan Aldred |34 |0_34 
Kirk Goldsberry |44 |0_44 
Srinivasan H. Sengamedu |39 44 |1_39 1_44 
Jing Shan |34 |0_34 
Tri Kurniawan Wijaya |44 |1_44 
Howard J. Schultz |39 |0_39 
Weishan Zhang |44 |0_44 
Joseacute Martinez |24 |0_24 
Tianyu Liu |44 |0_44 
Hadrien Cambazard |39 44 |0_39 0_44 
Craig E. Wills |29 34 39 |0_29 0_34 0_39 
Robert K. France |24 29 |0_24 0_29 
Tran A. Dung |34 |0_34 
Saleema Amershi |39 44 |0_39 0_44 
Rosa Meo |24 29 34 39 |0_24 0_29 0_34 0_39 
Douglas Tolbert |19 |0_19 
Longzhuang Li |34 |0_34 
Steven J. Shute |19 |0_19 
Badr Atassi |44 |0_44 
Lei Yu 0001 |34 39 44 |1_34 0_39 1_44 
Paul G. Spirakis |14 24 |0_14 0_24 
Robin Dhamankar |39 |0_39 
Z. Brzezinski |14 |0_14 
Jean-Claude Latombe |09 19 24 29 |0_09 0_19 0_24 0_29 
Ruth Bergman |39 |0_39 
Nuria Oliver |34 39 44 |0_34 1_39 1_44 
Ganesh J |44 |0_44 
Alfredo A. Kalaitzis |44 |0_44 
Nicolas Loeff |39 |0_39 
Pushpak Burange |44 |0_44 
Hsiang-Fu Yu |39 44 |1_39 1_44 
Olivier Buffet |29 34 39 44 |0_29 0_34 0_39 0_44 
Yue Fei |44 |0_44 
Diego Duarte |39 |0_39 
Chung-Hung Tsai |34 |0_34 
Yngvi Bjoumlrnsson |34 39 44 |0_34 0_39 0_44 
Mohammad Abdulaziz |44 |0_44 
Dan Tecuci |39 |0_39 
Sihem Amer-Yahia |29 34 39 44 |0_29 1_34 1_39 1_44 
Cristian Danescu-Niculescu-Mizil |39 44 |0_39 1_44 
Peter G. Selfridge |09 19 |0_09 0_19 
Itai Jaeger |34 |0_34 
Naresh Gupta |19 |0_19 
Anatole Gershman |14 44 |0_14 1_44 
Sylvain Castagnos |39 |0_39 
Zheng (Jessica) Zhao |34 |0_34 
Mathias Niepert |39 44 |0_39 0_44 
Rodney Hill |39 |0_39 
Adel Rahmani |34 |0_34 
Jing Fang |44 |0_44 
Andreas Myka |29 |0_29 
Jin Shieh |34 39 |0_34 0_39 
Takanori Hayashi 0002 |44 |0_44 
Hongwei Zhang |29 34 |0_29 0_34 
Jeff Davis |44 |0_44 
Lotfi Lakhal |24 29 34 |0_24 1_29 0_34 
M. Laszlo |34 |0_34 
Marko A. Rodriguez |39 |0_39 
Fred Morstatter |44 |1_44 
Andrew Y. Wu |34 |0_34 
Hamed Zamani |44 |0_44 
Giuseppe Carenini |24 29 34 39 44 |0_24 0_29 1_34 1_39 1_44 
Lukas Blunschi |34 39 44 |0_34 0_39 0_44 
Igor Mel'cuk |14 |0_14 
Hongxing Wang |39 |0_39 
Aaron Wilson |39 44 |0_39 0_44 
James S. Ribeiro |24 |0_24 
Clifford Claussen |29 |0_29 
Ioannis Katakis |34 |0_34 
Angelika Kimmig |39 44 |0_39 1_44 
Jiamin Huang |44 |0_44 
Yon Dourisboure |39 |0_39 
Zheshen Wang |39 |0_39 
Stefan Conrad 0001 |39 |0_39 
Jiming Liu |29 34 39 44 |0_29 1_34 1_39 1_44 
Michael Jenkin |39 |0_39 
Paul Resnick |24 44 |0_24 0_44 
Masayo Iida |24 |0_24 
Guillaume Letellier |34 |0_34 
Hu Wu |39 |0_39 
Michael Geilke |44 |0_44 
R. M. Lee |09 |0_09 
B. Yao |09 |0_09 
Yang Liu 0004 |39 44 |0_39 0_44 
Mikhail Mineev |34 |0_34 
Simona Sassatelli |39 |0_39 
Manas Mittal |44 |0_44 
Christian Borgelt |34 39 |0_34 0_39 
Maximilien Sauban |34 |0_34 
Yasunori Yamada |44 |0_44 
Fabricio de B. Voznika |29 |0_29 
Stephanie Valentine |39 |0_39 
Alessandra Mileo |44 |0_44 
Ratnesh K. Sharma |39 44 |0_39 0_44 
Okan K. Ersoy |39 |0_39 
Yuri Breitbart |14 19 24 29 34 39 |0_14 0_19 0_24 0_29 0_34 1_39 
Harold van Heerde |39 |0_39 
Naveen Ashish |34 39 |0_34 0_39 
Hans-Joumlrg Kreowski |09 |0_09 
Homer H. Chen |39 |0_39 
Aditya Khosla |39 44 |1_39 0_44 
Lei Xiao |44 |1_44 
Eric Sodomka |34 39 44 |0_34 0_39 1_44 
Paul Lucas |34 |0_34 
Luis Enrique Pineda |44 |0_44 
Tianyi Lin |44 |0_44 
Hoyoung Jeung |39 44 |0_39 0_44 
Maria Sukhareva |44 |0_44 
Junping Zhu |39 |0_39 
Peiya Liu |14 19 34 39 |0_14 0_19 0_34 0_39 
Xia Ning |39 44 |0_39 1_44 
Bin Luo |39 44 |0_39 0_44 
Andreas Herzig |19 29 34 39 44 |0_19 0_29 0_34 0_39 0_44 
Jinyang Gao |44 |0_44 
Satoshi Ueyama |44 |0_44 
Ralf Steinmetz |39 |0_39 
Dongxiang Zhang |39 44 |0_39 1_44 
Yingbiao Ling |44 |0_44 
Shuyao Qi |44 |1_44 
Yang Wu |39 |0_39 
Hideto Tomabechi |19 |0_19 
Petra Galuscaacutekovaacute |44 |0_44 
Anita Zakrzewska |44 |0_44 
Dipak K. Gupta |44 |0_44 
Alan Herschtal |34 |1_34 
Jianchu Kang |19 |0_19 
Ioannis Boutsis |44 |0_44 
Xiaotong Shen |34 44 |0_34 0_44 
Huirong Fu |39 |0_39 
Nadav Cohen |44 |0_44 
Dinesh Gadwal |19 |0_19 
Masaharu Mizumoto |09 |1_09 
Ira Kalet |19 |0_19 
Ioannis Antonellis |39 |0_39 
Haryadi S. Gunawi |39 |0_39 
Quintin I. Cutts |29 |0_29 
Carol Peters |34 |0_34 
Sebastian Rudolph |39 44 |1_39 1_44 
Juliaacuten Urbano |44 |0_44 
Tsung-Han Lin |44 |0_44 
Catherine Berrut |14 19 44 |0_14 0_19 0_44 
Azreen Azman |34 |0_34 
Charles C. Tappert |04 |0_04 
Gilles Farley |04 |0_04 
Rita Chattopadhyay |39 44 |0_39 0_44 
Peter Moulder |39 |0_39 
Peter J. Carnevale |44 |0_44 
Rabeeh Abbasi |39 |0_39 
Dalton de Morisson Valeriano |34 |0_34 
Claudio Varini |34 |0_34 
Liang-Tien Chia |34 |0_34 
Laurent Gourvegraves |44 |0_44 
Willemijn Heeren |39 |0_39 
Scott Banack |44 |0_44 
Li Dong |44 |1_44 
Wim Vanderbauwhede |39 |0_39 
Athanasia Polychronopoulou |44 |0_44 
Peter M. Fischer 0001 |34 39 44 |0_34 0_39 0_44 
Joachim Hertzberg |19 |0_19 
Mathieu Sinn |44 |0_44 
Bryan Perozzi |44 |1_44 
Veronika Thost |44 |0_44 
Shashank Shekhar |44 |0_44 
Guiming Luo |44 |0_44 
Andrew Neel |44 |0_44 
Franc Ivankovic |44 |0_44 
Berthier A. Ribeiro-Neto |24 29 34 39 |1_24 0_29 0_34 0_39 
Jon Stearley |39 |0_39 
Patricia Alves-Oliveira |44 |0_44 
Roger Cavallo |19 |0_19 
Earl Smith |14 |0_14 
Elaine O. Nsoesie |44 |0_44 
Ronald E. Sheffer Jr. |34 |0_34 
Luca Spalazzi |24 29 |0_24 1_29 
Jeong Woo Son |44 |0_44 
Yu Nishiyama |44 |0_44 
Zhongtang Zhao |39 |0_39 
Jun Feng |44 |1_44 
Amit Shabtay |34 |0_34 
Shankara B. Subramanya |39 |0_39 
Robert C. Kahlert |34 |0_34 
Christopher Mears |39 44 |0_39 0_44 
Sue L. McHale |34 |0_34 
Bing Leng |24 |0_24 
Erin Cannon |34 |0_34 
Ingo Mierswa |34 44 |1_34 0_44 
Tianxi Li |44 |0_44 
Daniel G. Goldstein |44 |0_44 
Tadao Ichikawa |14 19 |0_14 0_19 
Nicola Policella |34 |0_34 
Yongtao Ma |44 |1_44 
Rafal A. Angryk |34 |0_34 
Thomas Gottron |39 44 |0_39 0_44 
Alejandro Uriel Carbonara |44 |0_44 
Laing Dai |44 |0_44 
Menahem Friedman |34 |0_34 
Douglas J. MacIntosh |19 |0_19 
Qing Qu |44 |0_44 
Frank Puppe |34 39 |1_34 0_39 
Freacutedeacuteric Chazal |44 |0_44 
Ayccedila Azgin Hintoglu |34 |0_34 
Michel de Rougemont |29 |0_29 
Ling Guo |39 |0_39 
Victor Makarenkov |44 |0_44 
Helena Ahonen |29 |0_29 
Qiu Yue Wang |29 |0_29 
Christos Boutsidis |39 44 |0_39 1_44 
Edwin P. D. Pednault |29 34 39 |0_29 0_34 1_39 
Rohit Dhamane |44 |0_44 
Micah Clark |44 |0_44 
John Asmuth |39 |0_39 
T. L. Prasanna Venkatesan |39 |0_39 
Robert Mao |39 |0_39 
Lingpeng Yang |34 |0_34 
Tom J. Ameloot |39 44 |0_39 0_44 
Justin Park |39 |0_39 
Peter Novaacutek 0001 |39 |0_39 
Marcos Vescovi |24 |0_24 
Peter V. Henstock |29 |0_29 
Anees Shaikh |34 |0_34 
Mark S. Staveley |29 |0_29 
Jiaqi Zhu |44 |0_44 
Mikael Nilsson |34 |0_34 
Donovan Artz |34 |1_34 
Curtis B. Storlie |44 |0_44 
Robert C. James |34 |0_34 
Przemyslaw A. Grabowicz |44 |0_44 
Bo Lang |44 |0_44 
Chong Jin Ong |29 34 39 44 |0_29 0_34 0_39 0_44 
Devdatta Akhawe |44 |0_44 
Michael Ferguson |39 |0_39 
Jin Peng |39 |0_39 
Ricardo J. Dias |39 |0_39 
Marco Tagliasacchi |44 |0_44 
Rick Walsh |14 |0_14 
Naonori Ueda |34 39 44 |1_34 1_39 1_44 
Jun-Ki Min |34 39 |0_34 0_39 
Ioannis Koltsidas |44 |0_44 
Chao Xu 0006 |44 |1_44 
Jun Yin |44 |0_44 
Nadav Golbandi |39 44 |0_39 0_44 
Brandon Amos |44 |0_44 
Maurice Pagnucco |29 34 39 44 |0_29 0_34 0_39 0_44 
S. Nakano |14 |0_14 
Li Zhang 0001 |39 44 |0_39 1_44 
Joumlrg Kindermann |29 34 |0_29 0_34 
Philippe Pucheral |19 24 29 34 39 44 |0_19 0_24 0_29 0_34 0_39 0_44 
Masami Suzuki |24 |0_24 
Junxiang Chen |44 |0_44 
Richard N. Pelavin |19 |0_19 
Weiwei Cui |39 |0_39 
Kannan Ramchandran |44 |0_44 
William D. Smart |29 34 39 |0_29 0_34 0_39 
Heidi Christensen |34 |0_34 
Rajendu Mitra |44 |0_44 
Yu-Feng Lin |44 |0_44 
Gary F. Anderson |39 |0_39 
Matthias Palmeacuter |34 |0_34 
Eugenio Zimeo |39 |0_39 
Jerald Brotzge |44 |0_44 
Dyre Tjeldvoll |29 |0_29 
Yingtao Xie |44 |0_44 
Ming Chang |39 |0_39 
Frank Huber |44 |0_44 
Randy B. Pollack |14 |0_14 
Dustin Hillard |39 44 |0_39 0_44 
Xinming Zhang |44 |0_44 
Anna Cinzia Squicciarini |39 44 |1_39 1_44 
Dan Ellis |39 |0_39 
Yang Huang |39 |0_39 
Hing Wing To |29 |0_29 
Jung-Tae Lee |39 44 |0_39 0_44 
Vijay Arya |44 |1_44 
Jieshan Lu |39 |0_39 
Farial Shahnaz |34 |0_34 
Shang-Tse Chen |44 |1_44 
Ian Miguel |34 39 |0_34 0_39 
Nuno Lopes 0002 |39 |0_39 
David C. Hogg |39 |0_39 
Noel Hollingsworth |44 |0_44 
Claude Kirchner |09 |0_09 
C. J. Carey |44 |0_44 
Mohammad Mannan |39 |0_39 
David A. Klein |14 |0_14 
Krishnamurthy Dvijotham |39 |0_39 
Kui Yu |39 44 |1_39 0_44 
Gwen A. Frishkoff |39 |0_39 
Jun Liu 0003 |39 44 |1_39 1_44 
Chris Clay |34 |0_34 
Roi Blanco |34 39 44 |0_34 0_39 0_44 
Maria Milosavljevic |39 |0_39 
Hiroaki Shiokawa |44 |1_44 
Gianpiero Monaco |44 |0_44 
Ehud Rivlin |24 29 34 |0_24 0_29 0_34 
Ying Shan |44 |0_44 
Narendran Sachindran |44 |0_44 
Jeongkyu Lee |39 |0_39 
Philip D. Gray |39 |0_39 
Huihui Wang |44 |0_44 
Xiang Xu |39 |0_39 
Zhiang Wu |44 |1_44 
Reacutemy Degenne |44 |0_44 
Michiaki Iwazume |39 |0_39 
Hamidah B. Meseran |34 |0_34 
Giansalvatore Mecca |24 29 34 39 44 |0_24 0_29 0_34 0_39 0_44 
Aki Loponen |39 |0_39 
Ingmar Weber |34 39 44 |0_34 0_39 1_44 
Noriko Kando |29 34 39 44 |0_29 0_34 0_39 0_44 
Nicolaas Matthijs |39 |0_39 
Dawen Liang |44 |1_44 
Yunhuai Liu |39 |0_39 
Michael Zillich |39 44 |0_39 0_44 
Lijie Ren |44 |0_44 
Tetsuro Morimura |39 44 |0_39 1_44 
Jukka Perkiouml |34 |0_34 
Weidong Chen 0011 |29 |0_29 
Victor Matos |14 |0_14 
Chang-Won Park |34 |0_34 
Teddy Furon |44 |1_44 
Chu-Cheng Hsieh |44 |0_44 
Ki-Chang Kim |34 |0_34 
Chia-chun Lian |39 |0_39 
Feng Chen |34 39 44 |0_34 0_39 1_44 
Kenneth H. Fasman |24 |0_24 
Pamela McCorduck |09 |0_09 
Hong Yang |39 44 |0_39 0_44 
XiuXia Tian |44 |0_44 
Rohini K. Srihari |24 34 39 44 |0_24 1_34 1_39 0_44 
Amichai Kronfeld |19 |0_19 
Gianvito Summa |39 |0_39 
Bharath Ramsundar |44 |0_44 
Daniel Krause |39 44 |0_39 0_44 
J. Z. Li |14 |0_14 
Stefan Wallin |19 |0_19 
Balaji Peddamuthu |44 |0_44 
Guilherme Damasio |44 |0_44 
Erann Gat |24 29 |0_24 0_29 
Martha White |39 44 |0_39 0_44 
Bing Duan |44 |0_44 
Sarah K. Tyler |39 |0_39 
Dongxiao He |44 |0_44 
Gang Xu |14 19 29 34 |0_14 0_19 0_29 0_34 
Peter N. Belhumeur |44 |0_44 
Haidong Wang |39 |0_39 
Haizhong Wang |44 |0_44 
Ahmed Abdelkader Abdelrazek |44 |0_44 
Stelios C. Orphanoudakis |24 |0_24 
Ana Luacutecia C. Bazzan |44 |0_44 
Sachin Garg |39 |1_39 
Xuchen Zhang |44 |0_44 
David Klappholz |09 |0_09 
Ramesh Sankaranarayana |39 |0_39 
Qi Wang |34 44 |0_34 1_44 
Giuseppina C. Gini |14 |0_14 
Hema Swetha Koppula |39 |0_39 
Christian Muumlller |44 |0_44 
Inger Klein |19 |0_19 
Joe Mattis |24 |0_24 
Kristy Hollingshead-Seitz |44 |0_44 
Darya Chudova |29 34 |0_29 0_34 
Baolong Liu |34 |0_34 
Mehdi Mirza |44 |0_44 
David J. Scott |34 |0_34 
Xiaochuan Ni |39 |1_39 
Piotr Wieczorek |44 |0_44 
Florian Baumlurle |44 |0_44 
Kok Sung Won |44 |0_44 
Supriyo Ghosh |44 |0_44 
Joseph E. Gonzalez |44 |0_44 
Patrice Latinne |29 |0_29 
Minwoo Jeong |39 |0_39 
Benjamin Bustos |34 39 |0_34 0_39 
Ashwin Rajadesingan |44 |0_44 
Tu Ngoc Nguyen |44 |0_44 
Dongmei Ren |34 |0_34 
Meng-Hui Lim |44 |0_44 
Henk M. Blanken |14 19 24 29 |0_14 0_19 0_24 0_29 
Shengjie Wang |44 |1_44 
Paul Taele |39 44 |0_39 0_44 
Samuel Thomas |44 |0_44 
Kang Zhao |44 |0_44 
David T. Arbour |44 |0_44 
Ju Wang |29 |0_29 
Bolin Ding |34 39 44 |0_34 1_39 1_44 
Ying Xie |44 |0_44 
Leon Wenliang Zhong |44 |0_44 
Natalia Odintsova |34 |0_34 
Frank DiMaio |34 |0_34 
James P. McGlothlin |39 |0_39 
Guang Dai |34 39 |0_34 0_39 
H. Ogawa |09 |0_09 
Alexander Willett |24 |0_24 
Will Fitzgerald |34 |0_34 
Seyed-Mehdi-Reza Beheshti |44 |0_44 
Stig Berild |09 |0_09 
Thomas F. McDougal |24 |0_24 
Aniello Murano |44 |0_44 
Anna Wroacuteblewska |44 |0_44 
Heechang Shin |39 |0_39 
Xin Tang |44 |0_44 
Lei Ying |44 |0_44 
David Martiacutenez Martiacutenez |44 |0_44 
Viktor K. Prasanna |44 |1_44 
Krishnamurthy Iyer |44 |0_44 
Dai Dai |39 |0_39 
Rong Zhang |34 39 44 |0_34 0_39 1_44 
Antoniacuten Riacuteha |09 |0_09 
Scott H. Clearwater |19 24 |0_19 0_24 
Kazuo Machida |34 39 |0_34 0_39 
Michal Rosen-Zvi |34 39 44 |1_34 0_39 0_44 
Peter A. Mawhorter |44 |0_44 
Joseph T. Chang |44 |0_44 
Vivek Gokuladas |44 |0_44 
Georgios Kontaxis |39 |0_39 
Chunliang Zhang |44 |0_44 
Shane Ahern |39 |0_39 
Iacutetalo S. Cunha |34 |0_34 
William Lam |44 |0_44 
Elias Pampalk |34 |1_34 
Ronald Siemmens |14 |0_14 
Paul E. Moraal |44 |0_44 
Lenhart K. Schubert |04 09 14 19 24 34 44 |0_04 0_09 0_14 0_19 0_24 0_34 0_44 
Sean Mckeough |39 |0_39 
Gou Masuda |29 |0_29 
Mucahid Kutlu |44 |0_44 
Franccedilois Poulet |34 |0_34 
Rahul Pandey |44 |0_44 
Chien Chin Chen |29 34 39 44 |0_29 1_34 0_39 0_44 
Valerio Grossi |39 |0_39 
Shaowei Cai |39 44 |0_39 0_44 
M. Tamir |09 |0_09 
Ruohan Zhang |44 |0_44 
Takenori Makino |09 |0_09 
Mark Scarr |39 |0_39 
Ari Kobren |44 |0_44 
Maria Camila Nardini Barioni |34 39 |0_34 0_39 
Oliver Wonneberg |44 |0_44 
Christian Boumlhm |29 34 39 44 |0_29 1_34 1_39 1_44 
Shyan-Ming Yuan |19 |0_19 
Vanja Josifovski |29 34 39 44 |0_29 1_34 1_39 1_44 
Bernadette Martiacutenez Hernaacutendez |34 39 |0_34 0_39 
Shoaib Jameel |44 |1_44 
Hongyu Su |44 |0_44 
Rudolph E. Seviora |19 |0_19 
Mao Ye |39 44 |1_39 1_44 
Justin Zobel |19 24 29 34 39 44 |0_19 1_24 0_29 0_34 0_39 0_44 
Qianhui Liang |39 |0_39 
Michael Lebowitz |09 14 |0_09 1_14 
Anna M. Manning |29 34 |0_29 0_34 
Anupam Mediratta |34 |0_34 
Michael Novati |39 |0_39 
Alan K. Mackworth |09 14 19 34 44 |0_09 0_14 0_19 0_34 0_44 
William Stafford Noble |34 44 |1_34 0_44 
Adriel Dean-Hall |44 |0_44 
Yuping Liu |44 |0_44 
Guillaume Wisniewski |39 |0_39 
David J. Fleet |39 |0_39 
Bernhard Jung |24 |0_24 
Walter Stephen Lasecki |44 |0_44 
Nathan Sprague |34 39 |0_34 0_39 
Leemon C. Baird III |24 29 |0_24 0_29 
J. R. Malone |09 |0_09 
Andrew Caniff |39 |0_39 
Xuesong Lu |39 |0_39 
Elad Verbin |39 |0_39 
Ido Dagan |24 29 34 39 |1_24 0_29 0_34 0_39 
Thomas A. Muumlck |29 |0_29 
Pranay Anchuri |39 44 |0_39 0_44 
Chaoyong Wang |44 |0_44 
Daniel Keysers |29 |0_29 
Zhendong Zhao |44 |0_44 
David Fong |39 |0_39 
Tomer Parash |44 |0_44 
Tomasz Rej |39 |0_39 
Chi Zhang |44 |1_44 
Sidan Gao |44 |0_44 
Omran A. Bukhres |24 34 |0_24 0_34 
Michalis Papakostas |44 |0_44 
Peter J. H. King |19 |0_19 
Muthukumaran Chandrasekaran |39 44 |0_39 0_44 
Sebastian Dungs |44 |0_44 
Sven Jacobi |39 |0_39 
Drew Bagnell |39 44 |0_39 0_44 
Sadra Yazdanbod |44 |0_44 
John P. McDermott |09 14 19 24 |0_09 0_14 0_19 0_24 
Miho Ohsaki |34 39 |0_34 0_39 
Laurent Vieille |24 29 |0_24 0_29 
Wolfgang Jank |34 |0_34 
Pengfei Wang |44 |0_44 
Benjamin Kaufmann |39 44 |0_39 0_44 
Matteo Denitto |44 |0_44 
Elsa Sklavounou |39 |0_39 
Jani Maumlntyjaumlrvi |34 |0_34 
Gaoming Wang |24 |0_24 
Jussi Vanhatalo |34 |0_34 
Joseph Z. Xu |39 |0_39 
Elizabeth Denicola |44 |0_44 
Jiye Li |34 39 |0_34 0_39 
Matthew D. Schmill |29 |1_29 
Steve Sutphen |34 |0_34 
Muzaffer Can Altinigneli |44 |0_44 
Wei Wang 0061 |44 |0_44 
Konstantin Vershinin |14 |0_14 
Yao-Wen Huang |34 |0_34 
Matthew F. Der |44 |0_44 
Carlotta Schatten |44 |0_44 
William Mee |39 |0_39 
Hyungsoo Jung |44 |0_44 
S. Kamal Abdali |14 |0_14 
Galileo Namata |34 39 |0_34 1_39 
Laurent Chaudron |34 |0_34 
K. V. Bapa Rao |19 24 |0_19 0_24 
Eli Rata |39 |0_39 
Claude Roux |39 |0_39 
George A. Mihaila |29 34 39 |1_29 0_34 0_39 
Allison Aiello |44 |0_44 
Tingting Zhao |44 |0_44 
James Rosswog |44 |0_44 
Jianneng Cao |39 44 |0_39 1_44 
Hardik Bati |39 |0_39 
Changjiu Jin |44 |0_44 
Xiaoyong Du |29 34 39 44 |0_29 0_34 1_39 1_44 
Joanna Drummond |44 |0_44 
Randall S. Burd |44 |0_44 
Leila Bahri |44 |0_44 
Lalana Kagal |34 |0_34 
David Garcia |44 |0_44 
Xiaozhao Zhao |39 44 |0_39 0_44 
Zhong She |44 |1_44 
Lei Zhao |44 |0_44 
Peter Lang |29 |0_29 
Hui-Ling Huang |34 |0_34 
Ryan M. Rogers |44 |0_44 
Aaumlron Verachtert |44 |0_44 
Samuel Barrett |39 44 |0_39 0_44 
Kunihisa Maruyama |09 |0_09 
Philippe Richard |14 19 |0_14 0_19 
Michael Pohl |39 |0_39 
Bruce Roberts |09 |0_09 
Aijun Bai |44 |0_44 
Joseacute M. Vidal |24 |0_24 
Kingshy Goh |34 |0_34 
Kate Fernie |44 |0_44 
Wenjie Zhang |39 44 |0_39 1_44 
Martin Schneider 0006 |29 |0_29 
David Leake |44 |1_44 
Guang-Tong Zhou |39 |0_39 
Mohamed Reda Bouadjenek |39 44 |0_39 1_44 
Chuancong Gao |39 44 |1_39 0_44 
Claire Hart |34 |0_34 
C. Iacobelli |14 |0_14 
Edwin V. Bonilla |34 44 |0_34 1_44 
Yiling Chen |39 44 |0_39 1_44 
Daniel P. Huttenlocher |14 34 39 44 |0_14 0_34 1_39 1_44 
David Van Rossum |29 |0_29 
Jonathan Williams |44 |0_44 
Joan M. Morrissey |19 |0_19 
Mohamed Bouguessa |39 |0_39 
Benjamin Bloem-Reddy |44 |0_44 
Suk I. Yoo |29 |0_29 
Haiqin Yang |34 39 44 |0_34 0_39 1_44 
Pallika H. Kanani |39 44 |1_39 0_44 
Neha Parikh |44 |0_44 
Jakub Wroblewski |29 |0_29 
Nicola Fanizzi |29 34 44 |0_29 0_34 0_44 
Daniel Grossman |34 |0_34 
Gregory B. Taylor |09 |0_09 
Dean Allemang |19 |0_19 
Ingo M. Weber |39 |0_39 
Lexiang Ye |39 |0_39 
Ron Weiss |24 29 |0_24 0_29 
Ying Liu |34 |0_34 
Wilko Horn |44 |0_44 
Joyce C. Ho |44 |0_44 
Minyang Han |44 |0_44 
Maarten Clements |39 44 |0_39 0_44 
Rongkai Xia |44 |0_44 
Steacutephane Leroy |29 |0_29 
Renato Assunccedilatildeo |44 |0_44 
Jaakko Hollmeacuten |34 |0_34 
Nicholas Kushmerick |24 29 34 |0_24 0_29 1_34 
Jittat Fakcharoenphol |29 |0_29 
Gail M. Keenan |44 |0_44 
Serena Lee |34 |0_34 
Peiji Chen |44 |0_44 
Tal Malkin |44 |0_44 
Narichika Hamaguchi |34 |0_34 
Yu Guo Wang |34 |0_34 
Hanyin Fang |44 |0_44 
Stephen H. Lane |19 24 |0_19 0_24 
Manuel Fernandez |44 |0_44 
Kenji Ueda |09 |0_09 
Hoda Eldardiry |39 |0_39 
Weixue Lu |44 |0_44 
Suiyang Li |39 |0_39 
Benjamin Nathan Grosof |44 |0_44 
